SMILES,Name,Cluster
C[C@@H]1[C@H](O)C[C@H]2C(C(=O)O)=CO[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]12,1529054541,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H](C)[C@@H](O)C[C@@H]12,36377990,10
COC(=O)C1=CO[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,4082213,8
C=C[C@@H]1[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)OC=C(C(=O)OC)[C@@H]1CC=O,1529302,13
O=C(O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H]1C=C[C@@]2(O)CO,71404494,0
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C[C@@H](O)[C@@H]2C,103214646,10
C[C@]1(O)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,28538287,0
COC(=O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2C(CO)=CC[C@@H]12,59585773,17
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,3882100,17
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H]1CC[C@@]2(C)O,31156311,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H]1C[C@H](O)[C@@H]2C,4268368,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H]1CC[C@]2(C)O,105153547,10
C[C@@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,21992897,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H]1C[C@@H](O)[C@@H]2C,4268364,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)[C@@H](O)C[C@@H]12,4268365,10
O=C(O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H]1C=C[C@]2(O)CO,71404493,0
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C[C@@H](O)[C@H]2C,253389203,10
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H](C)C(=O)C[C@@H]12,67912740,10
O=C(O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@H]1C=C[C@]2(O)CO,71404492,0
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)[C@H](O)C[C@@H]12,4268363,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@H]1C[C@H](O)[C@@H]2C,36377991,10
O=C(O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@H]1C=C[C@@]2(O)CO,8618616,0
O=C(O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2C(CO)=C[C@H](O)[C@@H]12,137606485,0
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)C(=O)C[C@H]12,137972545,10
COC(=O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2[C@H](C)[C@H](O)C[C@@H]12,669679169,10
COC(=O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,35363827,8
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1CC[C@@]2(C)O,31156298,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C(=O)C[C@H]2C,33830310,8
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12,5015109,8
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C,13407262,10
COC(=O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,35363826,8
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@@H]1C(=O)C[C@H]2C,5015108,8
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H](C)C(=O)C[C@@H]12,67912737,10
COC(=O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,12871773,8
COC(=O)C1=CO[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,12871780,8
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@@H]12,5015106,8
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H]1CC[C@@]2(C)O,31156306,10
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C[C@H](O)[C@@H]2C,13407270,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@H]1C[C@@H](O)[C@@H]2C,8681473,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C,4104827,10
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)C(=O)C[C@@H]12,67912734,10
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C[C@@H](O)[C@H]2C,245238745,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12,13814978,8
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C[C@H](O)[C@H]2C,245238746,10
CO[C@H]1C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2[C@H]1C,85341114,10
O=C(O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=C[C@@H](O)[C@H]12,59586804,0
COC(=O)C1=CO[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,105376865,8
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C,4104826,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(OC)=CC[C@H]12,21992874,17
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1CC[C@]2(C)O,105153542,10
COC(=O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,4082212,8
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H](C)[C@H](O)C[C@@H]12,8681472,10
C[C@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,36383811,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C(=O)C[C@H]2C,77257457,8
COC(=O)C1=CO[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC(=O)[C@@H]2C,253389902,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,77257455,8
COC(=O)C1=CO[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H]2[C@H](C)CC(=O)[C@@H]12,217476866,8
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C,39945957,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2[C@H](C)CC(=O)[C@@H]12,5015104,8
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C[C@H](O)[C@H]2C,28538317,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@H](C)CC(=O)[C@@H]12,33830308,8
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12,4098356,8
C[C@@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]21,253623387,10
O=C(O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H]1C=C[C@]2(O)CO,257437831,0
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2C(CO)=CC[C@H]12,253527838,17
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=CC[C@@H]12,253527841,17
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2C(CO)=CC[C@H]12,1857524399,17
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2C(CO)=CC[C@H]12,13827710,17
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,101640666,17
C[C@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,3978795,10
C[C@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]21,66331858,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=CC[C@H]12,8829464,17
O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=C[C@H](O)[C@H]12,35942939,0
C[C@]1(O)C[C@@H](O)[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,36519535,0
O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](CO)CC[C@H]12,238738039,0
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=CC[C@H]12,13479082,17
C[C@]1(O)C[C@@H](O)[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]21,1772820167,0
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2C(CO)=CC[C@@H]12,13827713,17
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H]1C[C@H](O)[C@H]2C,253617639,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC[C@@]2(C)O,31156303,10
C[C@@H]1[C@@H](O)C[C@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]12,1857787721,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H]1C[C@H](O)[C@@H]2C,13407266,10
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC[C@]2(C)O,6032117,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H]1C[C@@H](O)[C@@H]2C,253617638,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=CC[C@H]12,1857524398,17
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C,3978792,10
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@@H]2C[C@H]1O,253623386,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2C(CO)=CC[C@@H]12,1857524397,17
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,3882101,17
C[C@@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,6031801,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H]1C[C@H](O)[C@@H]2C,253617641,10
O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H](CO)CC[C@H]12,85643885,0
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=CC[C@H]12,238785795,17
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]2C(CO)=CC[C@@H]12,253527839,17
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@@H]12,13827716,17
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@H]2C[C@H]1O,253623385,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=CC[C@@H]12,1857524396,17
O=C(O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@]2(O)CO,4098344,0
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,8829462,17
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@@H]2C[C@H]1O,1857787719,10
COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H]1C[C@@H](O)[C@H]2C,253617640,10
O=C(O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@H]1C=C[C@@]2(O)CO,257437830,0
C[C@@H]1[C@@H](O)C[C@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H]12,253623384,10
C[C@H]1[C@H]2[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)OC=C(C(=O)O)[C@H]2C[C@H]1O,1857787720,10
C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC(=O)O,96023830,0
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H](C)CC(=O)[C@H]12,66331886,8
O=C(O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H]1C=C[C@@]2(O)CO,257437828,0
C[C@@H]1[C@@H](O)C[C@@H]2C(C(=O)O)=CO[C@@H](O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]21,1857787718,10
O=C(O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@H]1C=C[C@]2(O)CO,257437829,0
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC(=O)O,238761851,13
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC=O,4095728,13
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)O[C@H](OC)C[C@H]21,59587075,13
C=C[C@@H]1[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)OC=C(C(=O)O)[C@@H]1CC(=O)O,253500905,13
C=C[C@@H]1[C@H](CC(=O)O)C(C(=O)O)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,253500902,13
C=C[C@@H]1[C@H](CC=O)C(C(=O)OC)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,6379175,13
C=C[C@H]1[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)OC=C(C(=O)O)[C@@H]1CC(=O)O,34235760,13
C=C[C@H]1[C@H](CC(=O)O)C(C(=O)O)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,34235759,13
C=C[C@H]1[C@H](CC(=O)O)C(C(=O)O)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,253500907,13
C=C[C@H]1[C@H](CC=O)C(C(=O)OC)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,6379177,13
C=C[C@@H]1[C@H](CC(=O)O)C(C(=O)O)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,34235758,13
C=C[C@H]1[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)OC=C(C(=O)OC)[C@@H]1CC=O,253532128,13
C=C[C@H]1[C@H](CC=O)C(C(=O)OC)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,253532129,13
C=C[C@H]1[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC=O,6379180,13
C=C[C@@H]1[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC=O,6379183,13
C=C[C@H]1[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)OC=C(C(=O)O)[C@@H]1CC(=O)O,253500904,13
C=C[C@@H]1[C@H](CC=O)C(C(=O)OC)=CO[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,253532130,13
COc1ccc(Cl)cc1N1/C(=N/C(=O)C2CC2)S[C@@H]2CS(=O)(=O)C[C@H]21,5202932,12
COc1ccc(Cl)cc1N1/C(=N\C(=O)C2CC2)S[C@H]2CS(=O)(=O)C[C@@H]21,101307361,12
CCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@@H]2N1c1cc(Cl)c(OC)cc1OC,101310230,22
COc1ccc(Cl)cc1N1/C(=N\C(=O)C2CC2)S[C@@H]2CS(=O)(=O)C[C@@H]21,101307369,12
COc1ccc(Cl)cc1N1/C(=N\C(=O)C2CC2)S[C@@H]2CS(=O)(=O)C[C@H]21,101307366,12
COc1ccc(Cl)cc1N1/C(=N\C(=O)C2CC2)S[C@H]2CS(=O)(=O)C[C@H]21,101307358,12
CCC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1c1cc(Cl)c(OC)cc1OC,101310225,22
CCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1c1cc(Cl)c(OC)cc1OC,101310227,22
CCC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1c1cc(Cl)c(OC)cc1OC,101310223,22
COc1ccc(Cl)cc1N1/C(=N/C(=O)C2CC2)S[C@@H]2CS(=O)(=O)C[C@@H]21,5202945,12
CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2NC(C)=O)[C@@H]1O,253613935,4
CC(=O)N[C@@]1(O)[C@@H](O)[C@H](O)[C@@H](CO[C@@H]2C[C@H](O)[C@H](O)[C@H](CO)O2)O[C@H]1O,1570006155,4
CC(=O)N[C@]1(O)[C@H](O)O[C@H](CO[C@@H]2C[C@H](O)[C@H](O)[C@H](CO)O2)[C@H](O)[C@H]1O,1570006139,4
CC(=O)N[C@H]1[C@@H](O)[C@@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@H]1O,1569985093,4
CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,33821422,4
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,77269617,4
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,136891067,4
CC(=O)N[C@]1(O)[C@H](O)O[C@H](CO[C@@H]2C[C@H](O)[C@H](O)[C@H](CO)O2)[C@@H](O)[C@H]1O,1570006157,4
CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,38393773,4
CC(=O)N[C@@]1(O)[C@@H](O)[C@@H](O)[C@@H](CO[C@@H]2C[C@H](O)[C@H](O)[C@H](CO)O2)O[C@H]1O,1570006153,4
CC(=O)N[C@H]1[C@@H](O)[C@@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](CO)O[C@H]1O,1569985094,4
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](C[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H]1O,1569985095,4
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)O[C@@H](CO)[C@@H]2O)O[C@@H](CO)[C@@H](O)[C@@H]1O,253611388,4
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,87528044,4
CC(=O)N[C@H]1[C@H](O)O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,13519094,4
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4097097,4
CO[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O,95871175,4
CC(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)O[C@@H](CO)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,253611386,4
CC(=O)N[C@@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](CO)O[C@H]1O,44127228,4
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,77269582,4
CO[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,95871174,4
